,Class,NER
2271,EVENT,肯亞案
476,EVENT,莫拉克颱風
269,EVENT,第21 次會議
5829,EVENT,漢光演習
1779,EVENT,湯姆熊事件
3561,EVENT,全國反毒會議
2330,EVENT,二二八事件
196,EVENT,台中捷運
2318,EVENT,二二八
2425,EVENT,拉法葉案
3171,EVENT, H1N1 
699,GPE,日本
2747,GPE,印尼
4403,GPE,苗栗縣
2091,GPE,馬來西亞
4257,GPE,桃園
936,GPE,新加坡
2090,GPE,大馬
3008,GPE,中華民國
1755,GPE,林德福
912,GPE,香港
846,GPE,彰化
1866,GPE,以色列
4936,GPE,基隆
4919,GPE,枋寮
4917,GPE,嘉義
4867,GPE,水里鄉
4816,GPE,鹿谷
630,GPE,黃埔新村
650,GPE,台北
4718,GPE,高雄市
4689,GPE,花蓮
3286,GPE,法國
4659,GPE,中醫
2239,GPE,越南
768,GPE,高雄
3159,GPE,澳洲
4136,GPE,南投埔里
2218,GPE,埃及
4125,GPE,斗六
4107,GPE,新德里
599,GPE,中興新村
1461,GPE,漢堡
1466,GPE,英國
2011,GPE,肯亞
1473,GPE,德國
1485,GPE,大陸
1493,GPE,巴拿馬
3243,GPE,韓國
1503,GPE,義大利
1558,GPE,加拿大
1940,GPE,慕尼黑
1937,GPE,首爾
3350,GPE,巴黎
2985,GPE,福島
3300,GPE,比利時
1517,GPE,中國
3744,GPE,柬埔寨
3752,GPE,柬埔
1728,GPE,臺北市
1125,GPE,美國
4104,GPE,倫敦
4080,GPE,福建
4063,GPE,上海
4047,GPE,廈門
4031,GPE,金門
3196,GPE,土耳其
2074,GPE,臺灣人
2855,GPE,仁愛鄉
2506,GPE,臺中市
3943,GPE,東德
1317,GPE,南投中興新村
2054,GPE,兩岸
1370,GPE,台中市
2040,GPE,陸方
4114,GPE,馬祖
4969,GPE,屏東
3284,GPE,臺中
516,GPE,信義鄉
2413,GPE,新竹
2385,GPE,新北市
2656,GPE,台北市
198,GPE,埔里
2357,GPE,日據
225,GPE,水里
2591,GPE,馬國
5811,GPE,印度
3151,GPE,美方
286,GPE,台東
290,GPE,集集縣
291,GPE,集集
5641,GPE,中國大陸
1794,GPE,臺南
2658,GPE,北京
131,GPE,南投縣草屯鎮
126,GPE,草屯
1824,GPE,宜蘭縣 14 區
8,GPE,台灣
35,GPE,南投
38,GPE,高雄岡山
3146,GPE,臺北
45,GPE,花東
48,GPE,南投市
50,GPE,中興新村地區
54,GPE,南投縣
57,GPE,雲林
63,GPE,台中
64,GPE,烏日
77,GPE,林內
6249,GPE,連江
88,GPE,南投草屯
91,GPE,雲林林
300,GPE,濁水
2689,GPE,泰國
183,GPE,國姓
5166,GPE,中華
387,GPE,彰化縣
396,GPE,田中
354,GPE,玉里
4989,GPE,宜蘭
2306,GPE,菲律賓
403,GPE,竹山
346,GPE,千葉
397,GPE,員林
329,GPE,臺灣
325,GPE,二水
2285,GPE,南韓
1264,LAW,刑事訴訟法
2580,LAW,資安中心設置條例
3670,LAW,原基法立法
2250,LAW,刑法
2566,LAW,資安科技中心設置條例
6190,LAW,勞動派遣法
2301,LAW,兩岸關係條例
3913,LAW,聯合國海洋法公約
4815,LAW,農發母法
5395,LAW,醫療法
742,LAW,文資法
3057,LAW,勞基法
1883,LAW,公務人員退休法
1626,LAW,航港局組織法
1115,LAW,憲法
1049,LAW,文物條例
615,LOC,中興新村
3288,LOC,亞太
2721,LOC,東南亞
564,LOC,桃園機場
4964,LOC,貓羅溪
1987,LOC,亞洲
1508,LOC,歐洲
2279,LOC,大陸地區
1459,LOC,兩岸
4914,LOC,烏溪
1532,LOC,歐州
3897,LOC,南海
855,LOC,花東地區
391,LOC,南投市區
280,LOC,車埕
3903,LOC,太平島
2225,LOC,大陸
4060,LOC,竹山地區
2344,LOC,金馬
1233,LOC,濁水溪
2127,LOC,海峽
4210,LOC,東海岸
4375,LOC,南投魚池
1297,LOC,信義路
1300,LOC,仁愛路
2687,LOC,東北亞
167,LOC,日月潭
4968,NORP,基隆人
3412,NORP,民進黨
2213,NORP,越南
3169,NORP,美國
3493,NORP,大陸
2982,NORP,漢人
4963,NORP,南投人
1579,NORP,台灣人
1562,NORP,英國籍
6294,NORP,財團法人
2207,NORP,陸人
1501,NORP,歐洲人
2234,NORP,英國
2047,NORP,臺灣人
2067,NORP,臺灣
2025,NORP,肯亞
3758,NORP,臺籍
3148,NORP,美方
